key,Fund Rollup Level 3,Donor,Donor Description,Donor Rollup Level 3,Donor Rollup Level 3 Descr,Donor Rollup Level 4,Donor Rollup Level 4 Descr,Contribution Revenue
2659,Trust Funds,60,GOVERNMENT OF BURUNDI,BDI,Burundi,BDI_GOVT,Burundi Government,$0
2660,Trust Funds,61,GOVERNMENT OF BELGIUM,BEL,Belgium,BEL_GOVT,Belgium Government,"($108,942)"
2661,Trust Funds,62,GOVERNMENT OF BENIN,BEN,Benin,BEN_GOVT,Benin Government,$0
2662,Trust Funds,64,GOVERNMENT OF BANGLADESH,BGD,Bangladesh,BGD_GOVT,Bangladesh Government,$0
2663,Trust Funds,69,GOVERNMENT OF BOLIVIA,BOL,Bolivia,BOL_GOVT,Bolivia Government,$0
2664,Trust Funds,70,GOVERNMENT OF BOTSWANA,BWA,Botswana,BWA_GOVT,Botswana Government,$0
2665,Trust Funds,71,GOVERNMENT OF BRAZIL,BRA,Brazil,BRA_GOVT,Brazil Government,$0
2666,Trust Funds,72,GOVERNMENT OF BRUNEI DARUSSALA,BRN,Brunei Darussalam,BRN_GOVT,Brunei Darussalam Government,$0
2667,Trust Funds,76,GOVERNMENT OF BELIZE,BLZ,Belize,BLZ_GOVT,Belize Government,$0
2668,Trust Funds,78,GOVERNMENT OF CANADA,CAN,Canada,CAN_GOVT,Canada Government,"($220,499)"
2669,Trust Funds,80,GOVERNMENT OF CZECH REPUBLIC,CZE,Czech Republic,CZE_GOVT,Czech Republic Government,"$10,064"
2670,Trust Funds,82,GOVERNMENT OF CHILE,CHL,Chile,CHL_GOVT,Chile Government,$0
2671,Trust Funds,85,"GOVERNMENT OF CAMEROON, REPUBL",CMR,Republic of Cameroon,CMR_GOVT,Republic of Cameroon Governmen,$0
2672,Trust Funds,87,GOVERNMENT OF COLOMBIA,COL,Colombia,COL_GOVT,Colombia Government,$0
2673,Trust Funds,88,GOVERNMENT OF COSTA RICA,CRI,Costa Rica,CRI_GOVT,Costa Rica Government,$0
2674,Trust Funds,89,GOVERNMENT OF CHINA,CHN,People's Republic of China,CHN_GOVT,People's Republic of China Gov,"($560,226)"
2675,Trust Funds,90,GOVERNMENT OF CROATIA,HRV,Croatia,HRV_GOVT,Croatia Government,$0
2676,Trust Funds,92,GOVERNMENT OF CAPE VERDE,CPV,Cape Verde,CPV_GOVT,Cape Verde Government,$0
2677,Trust Funds,93,GOVERNMENT OF CYPRUS,CYP,Cyprus,CYP_GOVT,Cyprus Government,$0
2678,Trust Funds,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,"$4,362,843"
2679,Trust Funds,98,GOVERNMENT OF DOMINICAN REPUBL,DOM,Dominican Republic,DOM_GOVT,Dominican Republic Government,$0
2680,Trust Funds,99,GOVERNMENT OF DEM. PEOPLE'S RE,PRK,Democratic People's Republic o,PRK_GOVT,Democratic People's Republic o,$0
2681,Trust Funds,100,GOVERNMENT OF ECUADOR,ECU,Ecuador,ECU_GOVT,Ecuador Government,$0
2682,Trust Funds,101,GOVERNMENT OF EGYPT,EGY,Egypt,EGY_GOVT,Egypt Government,$0
2683,Trust Funds,105,"GOVERNMENT OF ESTONIA, REPUBLI",EST,Republic of Estonia,EST_GOVT,Republic of Estonia Government,$0
2684,Trust Funds,109,GOVERNMENT OF FIJI,FJI,Fiji,FJI_GOVT,Fiji Government,"$10,000"
2685,Trust Funds,110,GOVERNMENT OF FINLAND,FIN,Finland,FIN_GOVT,Finland Government,"$4,259,304"
2686,Trust Funds,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,"$160,320"
2687,Trust Funds,117,GOVERNMENT OF GERMANY,DEU,Germany,DEU_GOVT,Germany Government,"$28,683,181"
2688,Trust Funds,119,GOVERNMENT OF GREECE,GRC,Greece,GRC_GOVT,Greece Government,"($300,400)"
2689,Trust Funds,121,GOVERNMENT OF GUATEMALA,GTM,Guatemala,GTM_GOVT,Guatemala Government,$0
2690,Trust Funds,128,GOVERNMENT OF HONDURAS,HND,Honduras,HND_GOVT,Honduras Government,$0
2691,Trust Funds,129,GOVERNMENT OF HUNGARY,HUN,Hungary,HUN_GOVT,Hungary Government,$0
2692,Trust Funds,130,GOVERNMENT OF ICELAND,ISL,Iceland,ISL_GOVT,Iceland Government,$0
2693,Trust Funds,131,GOVERNMENT OF INDIA,IND,India,IND_GOVT,India Government,"$2,360,000"
2694,Trust Funds,132,GOVERNMENT OF INDONESIA,IDN,Indonesia,IDN_GOVT,Indonesia Government,"$7,000"
2695,Trust Funds,133,GOVERNMENT OF IRAN (ISLAMIC RE,IRN,Islamic Republic of Iran,IRN_GOVT,Islamic Republic of Iran Gover,$0
2696,Trust Funds,134,GOVERNMENT OF IRELAND,IRL,Ireland,IRL_GOVT,Ireland Government,"$453,971"
2697,Trust Funds,135,GOVERNMENT OF IRAQ,IRQ,Iraq,IRQ_GOVT,Iraq Government,"$5,000"
2698,Trust Funds,136,GOVERNMENT OF ISRAEL,ISR,Israel,ISR_GOVT,Israel Government,$0
2699,Trust Funds,137,GOVERNMENT OF ITALY,ITA,Italy,ITA_GOVT,Italy Government,"($9,668)"
2700,Trust Funds,138,GOVERNMENT OF COTE D'IVOIRE,CIV,Cote D'Ivoire,CIV_GOVT,Cote D'Ivoire Government,$0
2701,Trust Funds,139,GOVERNMENT OF JAMAICA,JAM,Jamaica,JAM_GOVT,Jamaica Government,$0
2702,Trust Funds,140,GOVERNMENT OF JORDAN,JOR,Jordan,JOR_GOVT,Jordan Government,$0
2703,Trust Funds,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,"$28,165"
2704,Trust Funds,143,GOVERNMENT OF KENYA,KEN,Kenya,KEN_GOVT,Kenya Government,$0
2705,Trust Funds,145,GOVERNMENT OF KUWAIT,KWT,Kuwait,KWT_GOVT,Kuwait Government,$0
2706,Trust Funds,147,GOVERNMENT OF LAO PEOPLE'S DEM,LAO,Laos,LAO_GOVT,Laos Government,"$2,000"
2707,Trust Funds,148,"GOVERNMENT OF LATVIA, REPUBLIC",LVA,Latvia,LVA_GOVT,Latvia Government,"($15,239)"
2708,Trust Funds,149,GOVERNMENT OF LEBANON,LBN,Lebanon,LBN_GOVT,Lebanon Government,$0
2709,Trust Funds,150,GOVERNMENT OF LESOTHO,LSO,Lesotho,LSO_GOVT,Lesotho Government,$0
2710,Trust Funds,151,GOVERNMENT OF LIBYA,LBY,Libyan Arab Jamahiriya,LBY_GOVT,Libyan Arab Jamahiriya Governm,$0
2711,Trust Funds,153,GOVERNMENT OF LIBERIA,LBR,Liberia,LBR_GOVT,Liberia Government,$0
2712,Trust Funds,155,GOVERNMENT OF LUXEMBOURG,LUX,Luxembourg,LUX_GOVT,Luxembourg Government,"$191,571"
2713,Trust Funds,156,GOVERNMENT OF MADAGASCAR,MDG,Madagascar,MDG_GOVT,Madagascar Government,$0
2714,Trust Funds,159,GOVERNMENT OF MAURITIUS,MUS,Mauritius,MUS_GOVT,Mauritius Government,$0
2715,Trust Funds,165,GOVERNMENT OF MEXICO,MEX,Mexico,MEX_GOVT,Mexico Government,$0
2716,Trust Funds,167,GOVERNMENT OF MALI,MLI,Mali,MLI_GOVT,Mali Government,$0
2717,Trust Funds,168,GOVERNMENT OF MALAWI,MWI,Malawi,MWI_GOVT,Malawi Government,$0
2718,Trust Funds,169,GOVERNMENT OF MONACO,MCO,Monaco,MCO_GVT,MONACO,"$191,467"
2719,Trust Funds,172,GOVERNMENT OF MOROCCO,MAR,Morocco,MAR_GOVT,Morocco Government,$0
2720,Trust Funds,176,GOVERNMENT OF NAMIBIA,NAM,Namibia,NAM_GOVT,Namibia Government,$0
2721,Trust Funds,177,GOVERNMENT OF NETHERLANDS ANTI,NAN,Netherlands Antilles,NAN_GOVT,Neth Antilles Government,$0
2722,Trust Funds,178,GOVERNMENT OF NAURU,NRU,Nauru,NRU_GOVT,Nauru Government,$0
2723,Trust Funds,180,GOVERNMENT OF NEPAL,NPL,Nepal,NPL_GOVT,Nepal Government,$334
2724,Trust Funds,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,"$359,965"
2725,Trust Funds,185,GOVERNMENT OF NIGERIA,NGA,Nigeria,NGA_GOVT,Nigeria Government,"($284,965)"
2726,Trust Funds,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,"$722,125"
2727,Trust Funds,188,GOVERNMENT OF NEW ZEALAND,NZL,New Zealand,NZL_GOVT,New Zealand Government,$0
2728,Trust Funds,190,GOVERNMENT OF PAKISTAN,PAK,Pakistan,PAK_GOVT,Pakistan Government,$0
2729,Trust Funds,191,PALESTINIAN AUTHORITY,PSE,Occupied Palestine,PSE_GOVT,Occupied Palestine Government,$0
2730,Trust Funds,192,GOVERNMENT OF PANAMA,PAN,Panama,PAN_GOVT,Panama Government,$0
2731,Trust Funds,194,GOVERNMENT OF PERU,PER,Peru,PER_GOVT,Peru Government,"$20,000"
2732,Trust Funds,195,GOVERNMENT OF PHILIPPINES,PHL,Philippines,PHL_GOVT,Philippines Government,$0
2733,Trust Funds,198,GOVERNMENT OF POLAND,POL,Poland,POL_GOVT,Poland Government,$0
2734,Trust Funds,199,GOVERNMENT OF PORTUGAL,PRT,Portugal,PRT_GOVT,Portugal Government,$0
2735,Trust Funds,200,GOVERNMENT OF CONGO,COG,Congo,COG_GOVT,Congo Government,$0
2736,Trust Funds,202,GOVERNMENT OF QATAR,QAT,Qatar,QAT_GOVT,Qatar Government,$0
2737,Trust Funds,204,GOVERNMENT OF REPUBLIC OF KORE,KOR,Republic of Korea,KOR_GOVT,Republic of Korea Government,"$182,714"
2738,Trust Funds,205,GOVERNMENT OF ROMANIA,ROM,Romania,ROM_GOVT,Romania Government,$0
2739,Trust Funds,206,GOVERNMENT OF RUSSIAN FEDERATI,RUS,Russian Federation,RUS_GOVT,Russian Federation Government,$0
2740,Trust Funds,208,GOVERNMENT OF SOUTH AFRICA,ZAF,South Africa,ZAF_GOVT,South Africa Government,"$1,006,794"
2741,Trust Funds,209,GOVERNMENT OF SAMOA,WSM,Samoa,WSM_GOVT,Samoa Government,$0
2742,Trust Funds,210,GOVERNMENT OF SAUDI ARABIA,SAU,Saudi Arabia,SAU_GOVT,Saudi Arabia Government,$0
2743,Trust Funds,211,GOVERNMENT OF SENEGAL,SEN,Senegal,SEN_GOVT,Senegal Government,$0
2744,Trust Funds,213,GOVERNMENT OF SIKKIM,SIK,Sikkim,SIK_GOVT,Sikkim Government,$0
2745,Trust Funds,215,GOVERNMENT OF SINGAPORE,SGP,Singapore,SGP_GOVT,Singapore Government,$0
2746,Trust Funds,216,GOVERNMENT OF SLOVAK REPUBLIC,SVK,Slovak Republic,SVK_GOVT,Slovak Republic Government,$0
2747,Trust Funds,219,GOVERNMENT OF SOMALIA,SOM,Somalia,SOM_GOVT,Somalia Government,$0
2748,Trust Funds,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,$0
2749,Trust Funds,224,GOVERNMENT OF SAINT LUCIA,LCA,Saint Lucia,LCA_GOVT,Saint Lucia Government,$0
2750,Trust Funds,227,GOVERNMENT OF THE REPUBLIC OF,SDN,Sudan,SDN_GOVT,Sudan Government,$0
2751,Trust Funds,228,GOVERNMENT OF SURINAME,SUR,Suriname,SUR_GOVT,Suriname Government,$0
2752,Trust Funds,230,GOVERNMENT OF SWAZILAND,SWZ,Swaziland,SWZ_GOVT,Swaziland Government,$0
2753,Trust Funds,231,GOVERNMENT OF SWEDEN,SWE,Sweden,SWE_GOVT,Sweden Government,"$2,933,429"
2754,Trust Funds,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,"($2,723)"
2755,Trust Funds,233,GOVERNMENT OF SYRIAN ARAB REPU,SYR,Syrian Arab Republic,SYR_GOVT,Syrian Arab Republic Governmen,$0
2756,Trust Funds,234,GOVERNMENT OF TAJIKISTAN,TJK,Tajikistan,TJK_GOVT,Tajikistan Government,$0
2757,Trust Funds,235,GOVERNMENT OF TURKS AND CAICOS,TCA,Turks and Caicos,TCA_GOVT,Turks and Caicos Government,$0
2758,Trust Funds,236,GOVERNMENT OF THAILAND,THA,Thailand,THA_GOVT,Thailand Government,$0
2759,Trust Funds,237,GOVERNMENT OF TOGO,TGO,Togo,TGO_GOVT,Togo Government,$0
2760,Trust Funds,240,GOVERNMENT OF TRINIDAD AND TOB,TTO,Trinidad and Tobago,TTO_GOVT,Trinidad and Tobago Government,"$2,000"
2761,Trust Funds,243,GOVERNMENT OF TUNISIA,TUN,Tunisia,TUN_GOVT,Tunisia Government,$0
2762,Trust Funds,244,GOVERNMENT OF TURKEY,TUR,Turkey,TUR_GOVT,Turkey Government,"$11,820"
2763,Trust Funds,245,GOVERNMENT OF TUVALU,TUV,Tuvalu,TUV_GOVT,Tuvalu Government,$0
2764,Trust Funds,246,GOVERNMENT OF UNITED ARAB EMIR,ARE,United Arab Emirates,ARE_GOVT,United Arab Emirates Governmen,"$20,000"
2765,Trust Funds,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,"($1,176,955)"
2766,Trust Funds,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,"($1,421,008)"
2767,Trust Funds,251,GOVERNMENT OF UNITED REPUBLIC,TZA,United Republic of Tanzania,TZA_GOVT,United Republic of Tanzania Go,$0
2768,Trust Funds,252,GOVERNMENT OF URUGUAY,URY,Uruguay,URY_GOVT,Uruguay Government,"$5,000"
2769,Trust Funds,253,GOVERNMENT OF UNITED STATES OF,USA,United States of America,USA_GOVT,United States of America Gover,"$92,560,343"
2770,Trust Funds,255,GOVERNMENT OF VENEZUELA,VEN,Venezuela,VEN_GOVT,Venezuela Government,$0
2771,Trust Funds,256,GOVERNMENT OF VIET NAM,VNM,Viet Nam,VNM_GOVT,Viet Nam Government,$0
2772,Trust Funds,257,GOVERNMENT OF YEMEN,YEM,Yemen,YEM_GOVT,Yemen Government,$0
2773,Trust Funds,261,GOVERNMENT OF ZIMBABWE,ZWE,Zimbabwe,ZWE_GOVT,Zimbabwe Government,$0
2774,Trust Funds,263,AGENCE DE COOPERATION CULTUREL,MUTLI_AGY2,MULTI-LATERAL AGENCY2,ACCT,Agence de Cooperation Culturel,$0
2775,Trust Funds,264,ARAB GULF PROGRAMME FOR UN DEV,MUTLI_AGY2,MULTI-LATERAL AGENCY2,AGFUND,ARAB GULF PROGM FOR UN DEV ORG,$0
2776,Trust Funds,269,AFRICAN NATIONAL CONGRESS,MUTLI_AGY2,MULTI-LATERAL AGENCY2,ANC,AFRICAN NATIONAL CONGRES,$0
2777,Trust Funds,280,EUROPEAN UNION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,"($5,911,356)"
2778,Trust Funds,281,INTERNATIONAL DEVELOPMENT RESE,CAN,Canada,CAN_MIN,Canada Ministry,$0
2779,Trust Funds,282,LATIN AMERICAN INSTITUTE FOR E,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ILPES,Unknown Type of Agency,$0
2780,Trust Funds,286,LEAGUE OF ARAB STATES,MUTLI_AGY2,MULTI-LATERAL AGENCY2,LAS,LEAGUE OF ARAB STATES,$0
2781,Trust Funds,288,ORGANIZATION OF AMERICAN STATE,MUTLI_AGY2,MULTI-LATERAL AGENCY2,OAS,ORGANIZATN OF AMERICAN STATES,$0
2782,Trust Funds,289,ORGANIZATION OF AFRICAN UNITY,MUTLI_AGY2,MULTI-LATERAL AGENCY2,OAU,ORGANIZATION OF AFRICAN UNITY,$0
2783,Trust Funds,291,ORGANIZATION OF PETROLEUM EXPO,MUTLI_AGY2,MULTI-LATERAL AGENCY2,OPEC,OPEC,$0
2784,Trust Funds,295,SOUTH WEST AFRICA PEOPLE'S ORG,MUTLI_AGY2,MULTI-LATERAL AGENCY2,SWAPO,SOUTH WEST AFRICA PEOPLE'S ORG,$0
2785,Trust Funds,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,"($150,000)"
2786,Trust Funds,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,$0
2787,Trust Funds,299,SOROS FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SOROS,SOROS Foundation,$0
2788,Trust Funds,302,UNFIP TURNER FOUNDATION,UN_AGY 1,UN AGENCY 1,UNFIP,AGY_UNFIP TURNER FOUNDATION,"($459,015)"
2789,Trust Funds,304,FORD FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FF,PRI_FORD FOUNDATION,$0
2790,Trust Funds,311,PRIVATE SECTOR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PRIVSECT,PRIV_PRIVATE SECTOR,$0
2791,Trust Funds,320,UK NATIONAL COMMITTEE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,UKMNC,PRIV_UK NATIONAL COMMITTEE,$0
2792,Trust Funds,321,NETHERLANDS ORGANISATION FOR I,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,NOFIC,PRIV_NETHERLANDS ORGANISATION,$0
2793,Trust Funds,325,SWITZERLAND/LIECHTENSTEIN NATI,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,$0
2794,Trust Funds,327,"GLOBAL FUND TO FIGHT AIDS, TUB",MUTLI_AGY2,MULTI-LATERAL AGENCY2,GFATM,GFATM,$0
2795,Trust Funds,328,AUSTRALIA AG FOR INTNL DEV:UNC,AUS,Australia,AUS_MIN,Australia Ministry,$0
2796,Trust Funds,329,DANIDA:,DNK,Denmark,DNK_MIN,Denmark Ministry,$0
2797,Trust Funds,332,AG FRANCAISE DE DVLPP:UNCDF,OTH_CDF1,OTHERS_UNCDF1,OTH_CDF2,OTHERS_UNCDF2,$0
2798,Trust Funds,346,NORWEGIAN AG DEV COOP:UNCDF,NOR,Norway,NOR_MIN,Norway Ministry,$0
2799,Trust Funds,353,CANADIAN INTL DEV AG:UNCDF,OTH_CDF1,OTHERS_UNCDF1,OTH_CDF2,OTHERS_UNCDF2,$0
2800,Trust Funds,355,ADVENTIST DEV & REL AGY IN:,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,$0
2801,Trust Funds,400,UNDP DEM PEO REPOF KOREA:UNCDF,OTH_CDF1,OTHERS_UNCDF1,OTH_CDF2,OTHERS_UNCDF2,$0
2802,Trust Funds,471,AUSTRALIAN AG INTL DEV.:UNCDF,AUS,Australia,AUS_MIN,Australia Ministry,$0
2803,Trust Funds,482,AUSTRIAN AID,AUT,Austria,AUT_GOVT,Austria Government,$0
2804,Trust Funds,525,UNDP LIBERIA:UNCDF ONLY,OTH_CDF1,OTHERS_UNCDF1,OTH_CDF2,OTHERS_UNCDF2,$0
2805,Trust Funds,537,FRANCE NATIONAL COMMITTEE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FRANC,PRIV_FRANCE NATIONAL COMMITTEE,$0
2806,Trust Funds,538,GERMANY NATIONAL COMMITTEE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,GERNC,PRIV_GERMANY NATIONAL COMMITTE,$0
2807,Trust Funds,550,CANADIAN INTERNATIONAL DEVELOP,CAN,Canada,CAN_MIN,Canada Ministry,"$17,674,038"
2808,Trust Funds,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,"($8,555,124)"
2809,Trust Funds,552,DIRECTION GINIRALE COOPIRATION,BEL,Belgium,BEL_GOVT,Belgium Government,$0
2810,Trust Funds,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,"$1,062,251"
2811,Trust Funds,556,SNV NETHERLANDS DEVELOPMENT OR,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SNV,Unknown Type of Agency,$0
2812,Trust Funds,558,CISCO CORPORATE PHILANTHROPY,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CISCO,PRIV_CISCO CORPORATE PHILANTHR,$0
2813,Trust Funds,559,OFFICE OF THE HIGH COMMISSIONE,UN_AGY 1,UN AGENCY 1,OHCHR,AGY_OFFICE OF THE HIGH COMMISS,$0
2814,Trust Funds,560,INTERNATIONAL DEVELOPMENT AGEN,MUTLI_AGY2,MULTI-LATERAL AGENCY2,WB,WORLD BANK,"($24,247)"
2815,Trust Funds,595,COL-ALCALDIA DE SANTA MARTA,COL,Colombia,COL_MIN,Colombia Ministry,$0
2816,Trust Funds,625,CHI-SERV. SALUD ANTOFAGASTA,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,$0
2817,Trust Funds,638,ECU-ASOCIACION DE SERVIDORES D,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,ASA,PRIV_ECU-ASOCIACION DE SERVIDO,$0
2818,Trust Funds,717,CPR-THE GOVERMENT OF KOREA,KOR,Republic of Korea,KOR_GOVT,Republic of Korea Government,$0
2819,Trust Funds,732,URU-COMISIÓN ADM. R. DE LA PLA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CARP-CTMFM,PRIV_URU-COMISIÓN ADM. R. DE L,($261)
2820,Trust Funds,751,DRC-CELTEL,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,$0
2821,Trust Funds,766,GUA-GOBIERNO DE CHILE,CHL,Chile,CHL_GOVT,Chile Government,$0
2822,Trust Funds,778,CHI-COMISION NACIONAL DE ENERG,CHL,Chile,CHL_MIN,Chile Ministry,($1)
2823,Trust Funds,889,ECONOMIC COMMISSION FOR EUROPE,UN_AGY 1,UN AGENCY 1,ECE,AGY_ECONOMIC COMMISSION FOR EU,$0
2824,Trust Funds,936,UAE-FEDERAL ENVIRONMENTAL AGEN,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,$0
2825,Trust Funds,955,COL-FONDO NACIONAL DEL AHORRO,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,FNA,PRIV_COL-FONDO NACIONAL DEL AH,$0
2826,Trust Funds,957,CHI-FONDO NACIONAL DE DESARROL,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,FNDR,PRIV_FONDO NACIONAL DE DESARRO,$0
2827,Trust Funds,985,CHI-APOYO A LA GESTION DEL FON,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,FOSIS,PRIV_CHI-APOYO A LA GESTION DE,$0
2828,Trust Funds,1003,URU-GRUPO ASESOR SOBRE REFORMA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,GARE,PRIV_URU-GRUPO ASESOR SOBRE RE,$0
2829,Trust Funds,1007,ARG-FONDO MUNDIAL PARA EL MEDI,MUTLI_AGY2,MULTI-LATERAL AGENCY2,GEF,GLOBAL ENVIRONMENT FACILITY,$0
2830,Trust Funds,1008,ECU-GLOBAL ENVIRONMENT FACILIT,MUTLI_AGY2,MULTI-LATERAL AGENCY2,GEF/GRANT,GLOBAL ENVIRONMENT FACILITY,$0
2831,Trust Funds,1009,ECU-GLOBAL ENVIRONMENT FACILIT,MUTLI_AGY2,MULTI-LATERAL AGENCY2,GEF/PPA,GLOBAL ENVIRONMENT FACILITY,$0
2832,Trust Funds,1011,GHA-GHANA GOVERNMENT,GHA,Ghana,GHA_GOVT,Ghana Government,$0
2833,Trust Funds,1012,UZB-COMMITTEE OF STATE PROPERT,UZB,Uzbekistan,UZB_MIN,Uzbekistan Ministry,$0
2834,Trust Funds,1013,ARG-GOBIERNO,ARG,Argentina,ARG_GOVT,Argentina Government,$0
2835,Trust Funds,1034,URU-GOBIERNO DEL URUGUAY,URY,Uruguay,URY_GOVT,Uruguay Government,($0)
2836,Trust Funds,1040,PAR-GOBIERNO DEL PARAGUAY,PRY,Paraguay,PRY_GOVT,Paraguay Government,$0
2837,Trust Funds,1055,GUY-GOVERNMENT OF GUYANA,GUY,Guyana,GUY_GOVT1,Guyana Government1,$0
2838,Trust Funds,1060,AZE-GOVERNMENT,AZE,Azerbaijan,AZE_GOVT,Azerbaijan Government,$0
2839,Trust Funds,1070,PAN-GOVT,PAN,Panama,PAN_GOVT,Panama Government,$0
2840,Trust Funds,1152,PER-INSTITUTO DE INVESTIGACION,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,IIAP,PRIV_PER-INSTITUTO DE INVESTIG,$0
2841,Trust Funds,1200,CHI-INTENDENCIA DE LA X REGION,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,INTEND. X,PRIV_CHI-INTENDENCIA DE LA X R,$0
2842,Trust Funds,1206,CHI-INTENDENCIA DE LA REGION M,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,INTEND.RM,PRIV_CHI-INTENDENCIA DE LA REG,$0
2843,Trust Funds,1228,USO-GOVERNMENT OF ISRAEL,ISR,Israel,ISR_GOVT,Israel Government,$0
2844,Trust Funds,1230,PER-ITALIA,ITA,Italy,ITA_GOVT,Italy Government,$0
2845,Trust Funds,1232,ALB-SLOVENIAN ITF FOR MINE ACT,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,$0
2846,Trust Funds,1270,VEN-MINIST. DEL AMBIENTE Y DE,VEN,Venezuela,VEN_MIN,Venezuela Ministry,$0
2847,Trust Funds,1277,EGY-MINISTRY OF COMMUNICATION,EGY,Egypt,EGY_MIN,Egypt Ministry,$0
2848,Trust Funds,1296,PER-MINISTERIO DE ENERGIA Y MI,PER,Peru,PER_MIN,Peru Ministry,$0
2849,Trust Funds,1308,LEB-MINISTRY OF ENERGY & WATER,LBN,Lebanon,LBN_MIN,Lebanon Ministry,$0
2850,Trust Funds,1336,BUL-MINISTRY OF LABOUR & SOCIA,BGR,Bulgaria,BGR_MIN2,Bulgaria Ministry2,$0
2851,Trust Funds,1339,COL-MINISTERIO DEL MEDIO AMBIE,COL,Colombia,COL_MIN,Colombia Ministry,$0
2852,Trust Funds,1394,EGY-MINISTRY OF STATE FOR ADMI,EGY,Egypt,EGY_MIN,Egypt Ministry,$0
2853,Trust Funds,1465,"URU-MINISTERIO DE VIVIENDA, OR",URY,Uruguay,URY_MIN,Uruguay Ministry,"$556,901"
2854,Trust Funds,1482,JAM-ROYAL NETHERLANDS EMBASSY,NLD,Netherlands,NLD_MIN,Netherlands Ministry,$0
2855,Trust Funds,1487,ALB-CARE INTERNATIONAL,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,NGO3,PRIV_ALB-CARE INTERNATIONAL,$0
2856,Trust Funds,1501,NAM-NATIONAL INSTITUTE FOR EDU,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,NIED,PRIV_NAM-NATIONAL INSTITUTE FO,$0
2857,Trust Funds,1560,GUA-OTROS,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,OTROS,PRIV_GUATEMALA,$0
2858,Trust Funds,1597,COL-PROGRAMA DE LAS NACIONES U,UN_AGY 1,UN AGENCY 1,PNUD,AGY_COL-PROGRAMA DE LAS NACION,$0
2859,Trust Funds,1636,COL-RED DE SOLIDARIDAD SOCIAL,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,REDSOLIDAR,PRIV_COL-RED DE SOLIDARIDAD SO,$0
2860,Trust Funds,1658,HON-SECRETARIA DE AGRICULTURA,HND,Honduras,HND_MIN,Honduras Ministry,$0
